鄉鎮市區,交易標的,土地移轉總面積(平方公尺),使用分區或編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
苓雅區,房地(土地+建物),31.66,商,1041118,土地3建物4車位0,十一層,14,辦公商業大樓,,670821,241.85,4,1,1,有,無,無,28000,116,無,0,0,
苓雅區,房地(土地+建物),132,商,1041124,土地2建物2車位0,全,3,透天厝,,620306,331,0,0,0,無,無,無,102000,308,無,0,0,
鼓山區,房地(土地+建物),12.06,商,1041125,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,950825,86.67,2,2,1,有,有,有,16500,190,無,0,0,
鼓山區,房地(土地+建物),28.61,住,1041129,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),,750205,77.09,3,2,2,有,無,有,13000,169,無,0,0,
鼓山區,房地(土地+建物),34.35,住,1041102,土地2建物2車位0,見其它登記事項,14,住宅大樓(11層含以上有電梯),住商用,851120,199.07,0,0,0,無,無,無,22000,111,無,0,0,
前鎮區,建物,0,,1041119,土地0建物1車位0,全,3,透天厝,,641013,128.13,0,0,0,無,無,無,15000,117,無,0,0,
前鎮區,建物,0,,1041113,土地0建物1車位0,全,4,透天厝,,650616,222.8,0,0,0,無,無,無,33000,148,無,0,0,
左營區,房地(土地+建物),46.51,其他,1041117,土地1建物1車位0,一層,2,住宅大樓(11層含以上有電梯),住商用,841013,100.37,0,0,0,無,無,無,24200,241,無,0,0,只租一樓
前鎮區,房地(土地+建物),25.43,其他,1041201,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),,690808,63.17,2,2,1,有,無,有,9000,142,無,0,0,
前鎮區,房地(土地+建物),8.72,商,1041109,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,950614,80.37,2,1,1,有,有,有,17000,212,無,0,0,
前鎮區,房地(土地+建物),77,住,1041110,土地1建物1車位0,全,4,透天厝,,760516,195.34,7,3,4,有,無,無,17000,87,無,0,0,
前鎮區,房地(土地+建物),14.39,商,1041123,土地1建物1車位0,一層,16,住宅大樓(11層含以上有電梯),住商用,850924,149.95,0,0,0,無,無,有,27000,180,無,0,0,
鼓山區,房地(土地+建物)+車位,24.95,住,1041112,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,911030,199.74,4,2,2,有,有,有,20000,100,坡道平面,0,0,
前金區,房地(土地+建物),9.09,住,1041120,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,950303,85.17,2,1,1,有,有,有,15000,176,無,0,0,
苓雅區,房地(土地+建物),23.77,住,1041123,土地1建物1車位0,十五層,15,辦公商業大樓,住家用,1010215,257.1,4,2,2,有,有,有,51000,198,無,0,0,
新興區,房地(土地+建物),59,商,1041102,土地1建物1車位0,全,3,透天厝,,571101,156.24,3,1,3,有,無,有,30000,192,無,0,0,
左營區,房地(土地+建物),7.43,商,1041130,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,951128,80.34,2,2,1,有,有,有,16666,207,無,0,0,
左營區,房地(土地+建物),67,住,1041128,土地1建物1車位0,全,4,透天厝,住商用,771228,48.94,0,0,0,無,無,無,13000,266,無,0,0,
左營區,房地(土地+建物),25.63,住,1041116,土地1建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,810518,133.5,4,2,2,有,有,有,12500,94,無,0,0,
三民區,房地(土地+建物),17.4,住,1041112,土地1建物1車位0,一層,14,住宅大樓(11層含以上有電梯),住商用,870812,75.78,2,2,2,有,有,有,18000,238,無,0,0,
三民區,房地(土地+建物),48,住,1041116,土地1建物1車位0,全,2,透天厝,住家用,571029,81.92,3,2,2,有,無,有,13000,159,無,0,0,
三民區,房地(土地+建物),2.97,商,1041105,土地1建物1車位0,八層,25,住宅大樓(11層含以上有電梯),住家用,870929,39.47,1,1,1,有,有,有,6000,152,無,0,0,租金含管理費，不含水電費、第四台。
鳳山區,房地(土地+建物),69,其他,1041201,土地2建物1車位0,全,3,透天厝,住商用,700205,140.94,4,1,3,有,無,無,12000,85,無,0,0,
三民區,房地(土地+建物),51,住,1041201,土地1建物1車位0,見其他登記事項,2,店面(店鋪),,611013,86.27,3,2,2,有,無,有,11000,128,無,0,0,
苓雅區,房地(土地+建物),72,商,1041128,土地1建物1車位0,見其他登記事項,2,店面(店鋪),,541027,97.5,0,0,0,有,無,有,30000,308,無,0,0,
苓雅區,建物,0,商,1041125,土地0建物1車位0,九層,12,辦公商業大樓,,781109,7.87,0,0,0,無,有,無,2300,292,無,0,0,
苓雅區,建物,0,商,1041127,土地0建物1車位0,九層,12,辦公商業大樓,,781109,7.87,0,0,0,無,有,無,2500,318,無,0,0,
鼓山區,房地(土地+建物),154,商,1041126,土地2建物2車位0,全,3,透天厝,,621113,82.86,0,0,1,有,無,無,35000,422,無,0,0,
鼓山區,房地(土地+建物),139,住,1041129,土地1建物1車位0,一層,4,店面(店鋪),,750602,88.76,0,0,1,有,無,無,25000,282,無,0,0,
前鎮區,房地(土地+建物),1.83,住,1040720,土地2建物1車位0,十三層,39,住宅大樓(11層含以上有電梯),住家用,880209,65.73,2,1,1,有,有,有,14500,221,無,0,0,含管理費，有線電視，二代健保
前鎮區,建物,0,商,1041201,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,940330,126.21,3,2,2,有,有,有,32000,254,無,0,0,續約
前鎮區,房地(土地+建物),4.34,住,1041202,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,1000125,52.57,1,1,1,有,有,有,16000,304,無,0,0,
新興區,建物,0,商,1041106,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,960413,122.95,4,2,2,有,有,有,29950,244,無,0,0,續約
苓雅區,房地(土地+建物),29.7,商,1041113,土地1建物2車位0,二層,12,住宅大樓(11層含以上有電梯),,790328,538.77,0,0,1,有,無,無,84000,156,無,0,0,
苓雅區,房地(土地+建物),49.37,住,1041202,土地1建物1車位0,見其他登記事項,5,公寓(5樓含以下無電梯),,750206,190.22,0,0,0,無,無,有,31000,163,無,0,0,
新興區,房地(土地+建物)+車位,13.66,商,1041119,土地3建物1車位1,五層,26,住宅大樓(11層含以上有電梯),住家用,910301,227.79,4,2,2,有,有,有,45000,198,坡道平面,19.84,0,續約，含管理費、稅金。
三民區,房地(土地+建物)+車位,9.6,住,1041203,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,990401,144.23,3,2,2,有,有,有,20000,139,坡道平面,0,0,
旗山區,房地(土地+建物),85.25,商,1041114,土地1建物1車位0,全,2,透天厝,住商用,710402,48.48,0,0,0,無,無,無,27000,557,無,0,0,
三民區,房地(土地+建物),13.49,住,1030620,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),,770609,127.39,3,2,2,有,無,有,10000,78,無,0,0,依據發文字號:高市地政籍字第10433359500號，完成更正事宜。
左營區,建物,0,住,1031123,土地0建物0車位0,全,5,透天厝,住商用,960706,13.93,1,0,1,有,無,有,5000,359,無,0,0,
左營區,房地(土地+建物),124,住,1041129,土地1建物1車位0,全,5,透天厝,住商用,790720,547.67,7,0,5,有,無,有,73000,133,無,0,0,
左營區,建物,0,商,1041204,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,900920,75.17,2,1,1,有,有,有,15000,200,無,0,0,"租金含管理費,有機車位地下一層1號"
三民區,建物,0,,1041108,土地0建物1車位1,十一層,19,住宅大樓(11層含以上有電梯),住家用,830111,151.82,4,2,2,有,有,有,14000,92,坡道機械,0,0,
鼓山區,房地(土地+建物)+車位,14.08,住,1041129,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,940602,82.28,3,2,2,有,有,有,20000,243,坡道平面,15.65,0,
鼓山區,房地(土地+建物),77.35,住,1041123,土地1建物1車位0,一層,1,華廈(10層含以下有電梯),住商用,810514,230.45,0,0,0,無,無,無,38000,165,無,0,0,
前鎮區,建物,0,住,1041201,土地0建物1車位1,十二層,24,辦公商業大樓,住商用,820730,270.87,0,0,0,無,有,無,42000,155,坡道機械,0,0,租金含車位
苓雅區,房地(土地+建物),5.81,商,1041205,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,1031030,76.84,2,1,1,有,有,有,16140,210,無,0,0,
三民區,房地(土地+建物),80,住,1041205,土地1建物1車位0,全,2,透天厝,住商用,600803,72.01,0,0,0,無,無,無,27000,375,無,0,0,
三民區,房地(土地+建物),119,商,1040707,土地1建物1車位0,見其他登記事項,2,店面(店鋪),,801207,212.99,3,2,1,有,無,有,55000,258,無,0,0,
三民區,房地(土地+建物),100,商,1040603,土地1建物1車位0,全,5,透天厝,住家用,1031015,362.5,18,2,18,有,無,有,110000,303,無,0,0,
三民區,房地(土地+建物),19.24,住,1041120,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,1010208,117.9,3,2,2,有,有,有,28000,237,無,0,0,
新興區,建物,0,商,1041202,土地0建物1車位0,九層,10,辦公商業大樓,,651124,36.56,0,0,0,無,有,無,6500,178,無,0,0,
新興區,建物,0,商,1041202,土地0建物1車位0,九層,10,辦公商業大樓,,651124,103.31,0,0,0,無,有,無,12500,121,無,0,0,
新興區,建物,0,商,1041202,土地0建物1車位0,九層,10,辦公商業大樓,,651124,85.69,0,0,0,無,有,無,11000,128,無,0,0,
新興區,建物,0,商,1041202,土地0建物1車位0,九層,10,辦公商業大樓,,651124,68.99,0,0,0,無,有,無,9000,130,無,0,0,
苓雅區,建物,0,商,1041205,土地0建物1車位1,九層,12,辦公商業大樓,,781109,50.21,0,0,0,無,有,無,10000,199,升降平面,0,0,租金含車位一個
前鎮區,房地(土地+建物)+車位,3240,住,1041115,土地1建物1車位1,三十二層,39,住宅大樓(11層含以上有電梯),住家用,880209,108.82,4,2,2,有,無,有,28000,0,坡道平面,20445.55,0,
前鎮區,房地(土地+建物),13,住,1041123,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住家用,950317,165,1,1,1,有,有,有,25000,152,無,0,0,
鼓山區,房地(土地+建物),32.7,住,1041203,土地2建物1車位0,一層,5,公寓(5樓含以下無電梯),,740225,104.39,1,2,1,有,無,無,38000,364,無,0,0,
左營區,建物,270,商,1040420,土地0建物1車位0,見其它登記事項,2,店面(店鋪),住商用,931027,344.35,0,0,0,無,無,無,150000,436,無,0,0,
左營區,建物,0,住,1041124,土地0建物1車位0,全,2,透天厝,,690513,95.14,0,3,2,有,無,無,25000,263,無,0,0,此租金包含承租3樓為加蓋
左營區,房地(土地+建物),20.21,住,1041123,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,1010615,210.76,3,2,2,有,有,有,22000,104,無,0,0,
左營區,房地(土地+建物),24.06,其他,1041210,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),,730426,80.16,3,2,1,有,無,無,8000,100,無,0,0,
三民區,房地(土地+建物)+車位,12,住,1041208,土地1建物1車位1,六層,17,住宅大樓(11層含以上有電梯),,790927,198.84,4,2,2,有,有,無,10000,50,坡道平面,0,0,
鼓山區,建物,10.68,住,1041210,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,950613,209.17,4,2,2,有,無,有,21400,102,無,0,0,
鼓山區,房地(土地+建物),7.96,住,1041208,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,950825,83.71,2,2,1,有,有,有,14000,167,無,0,0,
前鎮區,房地(土地+建物),13.77,住,1031201,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,1020918,219.86,3,2,2,有,有,有,40000,182,無,0,0,
苓雅區,房地(土地+建物),11.88,商,1041203,土地1建物1車位0,一層,35,住宅大樓(11層含以上有電梯),住商用,860421,277.61,3,2,2,有,有,無,30000,108,無,0,0,
苓雅區,房地(土地+建物),7.16,商,1041210,土地1建物1車位0,一層,35,住宅大樓(11層含以上有電梯),住商用,860421,183.42,2,2,2,有,有,無,18000,98,無,0,0,
大寮區,建物,25.91,住,1041115,土地0建物1車位0,見其他登記事項,11,住宅大樓(11層含以上有電梯),住家用,850510,82.39,3,2,2,有,無,有,11400,138,無,0,0,
新興區,建物,47,商,1041204,土地0建物1車位0,全,3,透天厝,,570125,132.47,0,0,0,無,無,有,21000,159,無,0,0,
前鎮區,房地(土地+建物),510,住,1041123,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),,680106,68.47,3,2,1,有,無,有,5000,73,無,0,0,
前鎮區,房地(土地+建物)+車位,37.62,住,1041115,土地1建物1車位1,十一層,27,住宅大樓(11層含以上有電梯),住家用,1000622,323.97,3,2,2,有,有,有,72000,222,坡道平面,30.79,0,
前鎮區,房地(土地+建物)+車位,20.02,商,1041115,土地1建物1車位1,七層,29,住宅大樓(11層含以上有電梯),住家用,1030715,332.01,4,2,3,有,有,有,75000,226,坡道平面,41.03,0,
前鎮區,房地(土地+建物)+車位,20.02,商,1041115,土地1建物1車位1,九層,29,住宅大樓(11層含以上有電梯),住家用,1030715,330.14,4,2,3,有,有,有,75000,227,坡道平面,39.16,0,
鼓山區,房地(土地+建物)+車位,9.32,商,1041202,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,1020527,110.04,2,1,1,有,有,有,19000,173,坡道平面,29.28,0,
鼓山區,房地(土地+建物)+車位,9.18,住,1041207,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,951013,98.79,2,1,1,有,有,有,17000,172,坡道平面,15.49,0,
鼓山區,房地(土地+建物),13.11,住,1041114,土地1建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,1030515,145.9,3,2,2,有,有,有,22000,151,無,0,0,
前金區,房地(土地+建物),6.21,商,1041119,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,1040325,72.4,2,2,1,有,有,有,30000,414,無,0,0,
三民區,房地(土地+建物),12.71,其他,1041211,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,850320,73.81,2,0,1,有,無,有,12000,163,無,0,0,
三民區,建物,10.88,住,1041202,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,841020,93.48,3,2,2,有,有,有,8600,92,無,0,0,
三民區,房地(土地+建物),28.19,住,1030316,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),,690722,82.89,3,2,2,有,無,無,10500,127,無,0,0,
三民區,房地(土地+建物),89,住,1041211,土地1建物1車位0,全,4,透天厝,,730503,11.57,1,0,1,有,無,有,4500,389,無,0,0,透天型分租套房
鳳山區,房地(土地+建物),27.4,住,1030220,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,890520,81.29,3,2,2,有,無,有,8500,105,無,0,0,
左營區,建物,0,商,1041204,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,950410,119.03,3,2,2,有,有,有,17000,143,無,0,0,
左營區,房地(土地+建物),112,住,1041210,土地1建物1車位0,全,5,透天厝,住家用,830606,396.12,0,0,0,無,無,無,29120,74,無,0,0,
左營區,房地(土地+建物)+車位,11.65,商,1041208,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,950706,137,3,2,2,有,有,有,17000,124,坡道機械,19.14,0,
左營區,房地(土地+建物),8.67,商,1041201,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,1030327,114.63,1,1,1,有,有,有,20000,174,無,0,0,
左營區,房地(土地+建物),165,住,1041205,土地1建物1車位0,全,5,透天厝,住家用,940126,424.31,5,2,5,有,無,無,80000,189,無,0,0,
左營區,房地(土地+建物),79,住,1041211,土地1建物1車位0,全,4,透天厝,,680518,214.52,0,0,0,無,無,無,62000,289,無,0,0,
左營區,房地(土地+建物),3.69,住,1020607,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,1001028,50.56,2,1,1,有,有,有,20000,396,無,0,0,
楠梓區,房地(土地+建物),16.8,其他,1041120,土地2建物1車位0,見其它登記事項,2,店面(店鋪),住商用,840119,108.08,0,2,2,有,無,無,19000,176,無,0,0,
三民區,房地(土地+建物),266,住,1041211,土地1建物1車位0,全,5,透天厝,住家用,1011128,321.69,4,2,2,有,無,有,21000,65,無,0,0,
三民區,建物,10.8,住,1041125,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,850125,33.17,1,1,1,有,有,有,5500,166,無,0,0,
鹽埕區,房地(土地+建物)+車位,191.24,住,1041125,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,1040323,191.24,4,2,3,有,有,有,35000,183,坡道平面,0,0,
鼓山區,房地(土地+建物),10.15,商,1041211,土地1建物1車位0,一層,15,店面(店鋪),住商用,1020604,120.48,0,0,0,無,無,無,65000,540,無,0,0,
前鎮區,建物,0,商,1041209,土地0建物1車位0,十九層,27,住宅大樓(11層含以上有電梯),住家用,841212,171.49,3,2,2,有,有,無,10000,58,無,0,0,
前鎮區,房地(土地+建物),7.61,商,1041115,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,1000125,112.78,2,1,1,有,有,有,25000,222,無,0,0,
前鎮區,房地(土地+建物)+車位,37.06,住,1041126,土地1建物1車位1,二十一層,27,住宅大樓(11層含以上有電梯),住家用,1000622,319.22,3,2,2,有,有,無,40000,125,坡道平面,30.79,0,
前鎮區,房地(土地+建物)+車位,7.29,商,1041115,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,1000125,101.83,3,2,1,有,有,無,28500,280,坡道機械,7.82,0,
前鎮區,房地(土地+建物)+車位,46.5,住,1041203,土地1建物1車位1,十四層,29,住宅大樓(11層含以上有電梯),住家用,1020710,365.09,3,2,2,有,有,有,83000,227,坡道平面,16.31,0,
前鎮區,建物,0,住,1041119,土地0建物1車位0,全,3,透天厝,,641013,128.13,0,0,0,無,無,有,15000,117,無,0,0,
前鎮區,建物,0,住,1041117,土地0建物1車位0,全,4,透天厝,,650616,222.8,0,0,0,無,無,無,33000,148,無,0,0,
苓雅區,建物,0,,1041116,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),,661110,53.35,2,1,1,有,無,有,10000,187,無,0,0,
