鄉鎮市區,交易標的,土地移轉總面積(平方公尺),使用分區或編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
左營區,房地(土地+建物),14.7,住,1050805,土地1建物1車位0,五層,24,住宅大樓(11層含以上有電梯),住家用,811111,238.03,4,2,3,有,有,有,20000,84,無,0,0,
前金區,建物,0,商,1050731,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,860714,64.53,2,1,1,有,有,有,3500,54,無,0,0,
鼓山區,房地(土地+建物),32.16,住,1050822,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),,711130,104.52,3,2,2,有,無,無,50000,478,無,0,0,
苓雅區,建物,0,商,1050822,土地0建物1車位0,二十四層,35,住宅大樓(11層含以上有電梯),住家用,860421,113.37,3,2,2,有,有,有,12000,106,無,0,0,
苓雅區,建物,0,商,1050820,土地0建物1車位0,三十三層,35,住宅大樓(11層含以上有電梯),住家用,860421,93.91,2,2,1,有,有,有,9000,96,無,0,0,
苓雅區,房地(土地+建物),49,住,1050801,土地1建物1車位0,全,2,透天厝,,571028,55.12,3,1,3,有,無,有,12000,218,無,0,0,
苓雅區,建物,0,住,1050808,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),,700424,17.71,1,0,1,有,無,有,6500,367,無,0,0,租金含〈網路、第四台、水費〉
新興區,房地(土地+建物),286,商,1050801,土地4建物3車位0,全,5,透天厝,,460619,466.51,1,1,2,有,無,無,90000,193,無,0,0,均租賃1+2樓
鼓山區,建物,0,商,1050726,土地0建物1車位0,三層,19,住宅大樓(11層含以上有電梯),住商用,841129,153.28,0,0,0,無,無,有,18000,117,無,0,0,
鼓山區,房地(土地+建物),7.01,商,1050823,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,950823,78.04,2,1,1,有,有,有,14000,179,無,0,0,
鼓山區,房地(土地+建物),13.9,商,1050823,土地2建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,1001007,76.33,1,2,1,有,有,有,18000,236,無,0,0,
前金區,房地(土地+建物),2.28,商,1050808,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,1040703,97.81,2,2,1,有,有,有,36000,368,無,0,0,
小港區,房地(土地+建物),98,住,1050821,土地1建物1車位0,全,3,透天厝,住商用,780411,230.23,4,2,3,有,無,無,17000,74,無,0,0,
前鎮區,房地(土地+建物)+車位,25.02,商,1050824,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住家用,960126,281.29,6,2,2,有,有,有,42000,149,坡道平面,19.44,0,樓中樓，承租1+2樓
三民區,房地(土地+建物),26.18,住,1050811,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),,750206,109.97,3,2,2,有,無,有,10000,91,無,0,0,
三民區,房地(土地+建物),112.57,商,1050824,土地2建物1車位0,全,4,透天厝,,631207,71.28,0,0,0,無,無,有,40000,561,無,0,0,
楠梓區,房地(土地+建物),28.39,住,1050825,土地1建物1車位0,見其它登記事項,10,住宅大樓(11層含以上有電梯),住商用,880903,184.8,2,2,3,有,無,無,18000,97,無,0,0,
左營區,建物,0,住,1050819,土地0建物1車位0,一層,14,店面(店鋪),住商用,810908,180.44,3,2,2,有,無,無,22000,122,無,0,0,
左營區,建物,0,商,1050812,土地0建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,1011004,211.69,4,2,2,有,有,有,35000,165,坡道平面,20.65,0,
三民區,房地(土地+建物),14.45,住,1050728,土地1建物1車位0,六層,18,住宅大樓(11層含以上有電梯),,800708,163.88,4,2,2,有,有,有,12000,73,無,0,0,
小港區,房地(土地+建物)+車位,15.76,住,1050809,土地1建物1車位1,三層,19,住宅大樓(11層含以上有電梯),住家用,830629,214.27,5,2,2,有,有,有,18000,84,坡道平面,0,0,
小港區,房地(土地+建物),105,住,1050824,土地1建物1車位0,全,4,透天厝,住商用,1001125,303.16,5,2,4,有,無,有,36000,119,無,0,0,
前鎮區,建物,0,商,1050825,土地0建物1車位0,見其它登記事項,27,住宅大樓(11層含以上有電梯),住商用,860527,310.22,5,1,2,有,有,無,53600,173,無,0,0,
前金區,建物,0,商,1050823,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),,700216,22.95,0,0,0,無,有,有,4000,174,無,0,0,
苓雅區,房地(土地+建物)+車位,12.42,商,1050801,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,910717,113.15,4,2,2,有,有,有,30000,265,坡道平面,6.52,0,
苓雅區,房地(土地+建物),27.72,住,1050825,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),,751016,99.18,3,2,2,有,無,有,10000,101,無,0,0,
苓雅區,建物,0,商,1050818,土地0建物1車位0,九層,12,辦公商業大樓,,781109,7.87,0,0,0,無,有,無,2500,318,無,0,0,
前鎮區,房地(土地+建物),2.29,商,1050729,土地1建物1車位0,九層,19,住宅大樓(11層含以上有電梯),住家用,840327,46.16,1,1,1,有,有,有,6500,141,無,0,0,
岡山區,房地(土地+建物),192,住,1050815,土地1建物1車位0,全,4,透天厝,住商用,970306,75.55,1,1,1,有,無,有,18000,238,無,0,0,
岡山區,房地(土地+建物),34.32,住,1050827,土地3建物1車位0,一層,16,住宅大樓(11層含以上有電梯),住商用,851108,205.75,3,2,3,有,有,無,13000,63,無,0,0,
小港區,房地(土地+建物),16.14,住,1050826,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住商用,1021004,141.04,0,0,1,有,無,有,28000,199,無,0,0,
前鎮區,房地(土地+建物),49.56,商,1050822,土地4建物1車位0,一層,4,公寓(5樓含以下無電梯),,620104,100.17,2,2,2,有,無,有,30000,299,無,0,0,裝璜期為105/08/22-105/09/30
前鎮區,房地(土地+建物),102.48,其他,1050804,土地1建物1車位0,一層,12,店面(店鋪),住商用,830809,94.04,0,0,0,無,有,無,20000,213,無,0,0,
前鎮區,房地(土地+建物),102.48,其他,1050804,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住商用,830809,438.97,0,0,0,無,有,無,25000,57,無,0,0,
三民區,建物,0,住,1050828,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),,790518,164.82,3,2,3,有,有,無,12000,73,無,0,0,
三民區,房地(土地+建物)+車位,13.4,商,1050809,土地1建物1車位1,三層,17,辦公商業大樓,,790116,208.25,2,2,2,有,有,有,18000,86,坡道平面,0,0,
左營區,房地(土地+建物),14.61,商,1050827,土地1建物1車位0,六層,8,華廈(10層含以下有電梯),住家用,780630,144.44,3,2,2,有,有,有,15090,104,無,0,0,
左營區,房地(土地+建物),136,商,1050812,土地1建物1車位0,三層,21,住宅大樓(11層含以上有電梯),住家用,831210,173.2,3,2,2,有,有,無,19000,110,無,0,0,
左營區,房地(土地+建物),79.47,住,1050731,土地1建物1車位0,全,4,透天厝,住商用,911203,190.54,3,2,4,有,無,無,28000,147,無,0,0,
苓雅區,房地(土地+建物),82.29,住,1050823,土地1建物1車位0,全,3,透天厝,,631231,65.23,0,0,0,無,無,無,16800,258,無,0,0,含廚房.浴廁.地下室及騎樓
苓雅區,房地(土地+建物),1.66,商,1050825,土地2建物1車位0,十三層,14,辦公商業大樓,,670821,25.47,0,1,1,有,無,無,5000,196,無,0,0,
苓雅區,建物,0,商,1050825,土地0建物1車位0,九層,19,辦公商業大樓,,790530,183.06,1,1,0,有,有,無,10000,55,無,0,0,
苓雅區,房地(土地+建物)+車位,8.46,商,1050801,土地1建物1車位1,十九層,27,住宅大樓(11層含以上有電梯),住家用,890628,170.46,3,2,2,有,有,有,25000,147,坡道平面,27.52,0,
三民區,房地(土地+建物),318.54,住,1050822,土地3建物1車位0,全,1,透天厝,,670906,249.38,7,0,0,無,無,無,47620,191,無,0,0,
岡山區,房地(土地+建物),88,商,1050830,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,640901,119.28,4,3,3,有,無,無,19000,159,無,0,0,
橋頭區,房地(土地+建物),28,住,1050901,土地1建物1車位0,全,2,透天厝,住家用,580801,54.6,1,1,2,有,無,無,9000,165,無,0,0,
三民區,建物,287,住,1050822,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),,700501,68.63,2,2,1,有,無,無,6000,87,無,0,0,
三民區,房地(土地+建物),11.91,商,1050830,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,960604,158.59,3,2,2,有,有,有,22000,139,無,0,0,
三民區,房地(土地+建物),75,商,1050901,土地1建物1車位0,全,4,透天厝,,610201,141.38,2,1,1,有,無,有,25000,177,無,0,0,
左營區,房地(土地+建物)+車位,26.32,住,1050825,土地1建物1車位2,十五層,15,住宅大樓(11層含以上有電梯),住家用,970417,304.28,3,2,2,有,有,有,45000,148,坡道平面,66.2,0,
左營區,房地(土地+建物),11.56,住,1050831,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,941114,110.2,3,2,2,有,有,有,20000,181,無,0,0,
左營區,房地(土地+建物),18.56,住,1050830,土地1建物1車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,940131,148.61,3,2,2,有,無,有,19000,128,無,0,0,
左營區,房地(土地+建物),6.24,商,1050830,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,1030327,84.06,2,1,1,有,有,有,22000,262,無,0,0,
左營區,房地(土地+建物),6.7,商,1050811,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,1030327,85.37,2,2,1,有,無,有,22000,258,無,0,0,
左營區,房地(土地+建物)+車位,24.3,住,1050830,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,821120,151.12,3,2,2,有,有,無,11000,73,坡道機械,0,0,
苓雅區,房地(土地+建物),94,商,1050901,土地1建物1車位0,全,3,透天厝,住商用,610422,242.06,5,2,4,有,無,無,28000,116,無,0,0,
苓雅區,建物,0,商,1050831,土地0建物1車位0,八層,12,辦公商業大樓,,781109,60.69,0,0,0,無,有,無,10000,165,無,0,0,
新興區,建物,0,商,1050830,土地0建物1車位0,八層,10,辦公商業大樓,,651124,34.12,0,0,0,無,有,無,6500,191,無,0,0,
苓雅區,建物,0,商,1050830,土地0建物1車位0,全,5,透天厝,,670422,445.78,0,0,0,無,有,無,32000,72,無,0,0,透天5樓只租2樓.建坪134.85坪(含分攤地下一樓面積)
前鎮區,房地(土地+建物),31.53,住,1050819,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,830809,140.14,3,2,2,有,有,有,11000,78,無,0,0,
小港區,房地(土地+建物),79,住,1050831,土地2建物1車位0,全,2,透天厝,,760528,140.45,4,2,3,有,無,有,18000,128,無,0,0,
前鎮區,建物,43.56,住,1050901,土地0建物1車位0,一層,1,公寓(5樓含以下無電梯),,650918,67.61,2,1,1,有,無,無,11000,163,無,0,0,
前鎮區,房地(土地+建物)+車位,16.99,商,1050825,土地1建物1車位1,十層,29,住宅大樓(11層含以上有電梯),住家用,1030715,287.3,4,2,2,有,無,有,68000,237,坡道平面,41.03,0,
鼓山區,建物,0,,1050901,土地0建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,1040731,82.42,2,2,1,有,無,有,22000,267,無,0,0,
鼓山區,房地(土地+建物)+車位,34.42,住,1050831,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,950505,243.89,4,2,2,有,無,有,50000,205,坡道平面,25.27,0,
鼓山區,房地(土地+建物)+車位,38.15,商,1050815,土地1建物1車位2,二十四層,24,住宅大樓(11層含以上有電梯),住家用,970111,539.65,5,2,4,有,有,有,87000,161,坡道平面,64.42,0,
鼓山區,房地(土地+建物),11.66,商,1050829,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,940520,115.27,3,2,2,有,無,有,18000,156,無,0,0,
前金區,房地(土地+建物),276,商,1050831,土地3建物1車位0,全,3,透天厝,,631016,294.44,7,2,3,有,無,無,50000,170,無,0,0,
鼓山區,房地(土地+建物)+車位,11.87,其他,1050823,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,940513,116.78,3,2,2,有,有,有,15000,128,坡道機械,6.7,0,
新興區,房地(土地+建物),210,商,1050808,土地5建物2車位0,全,3,透天厝,,530904,401.9,0,0,0,無,無,無,126000,314,無,0,0,
新興區,房地(土地+建物),50,商,1050819,土地1建物1車位0,全,3,透天厝,,640222,122.07,0,0,0,無,無,無,33000,270,無,0,0,
苓雅區,建物,0,,1050829,土地0建物1車位0,一層,12,店面(店鋪),,750508,94.27,0,0,0,無,無,無,20000,212,無,0,0,店面1+2樓
左營區,建物,0,商,1050804,土地0建物1車位0,一層,24,住宅大樓(11層含以上有電梯),住商用,791002,70.73,0,0,0,無,有,無,18000,254,無,0,0,
左營區,建物,0,商,1050804,土地0建物1車位0,二層,24,住宅大樓(11層含以上有電梯),住商用,791002,257.11,0,0,0,無,無,無,27000,105,無,0,0,
三民區,房地(土地+建物),0,商,1050901,土地2建物1車位0,六層,7,華廈(10層含以下有電梯),,781019,37.8,1,0,1,有,有,無,5000,132,無,0,0,
鳳山區,房地(土地+建物),80,住,1050902,土地3建物1車位0,全,3,透天厝,住商用,630202,189,0,0,0,無,無,無,21000,111,無,0,0,
左營區,房地(土地+建物)+車位,12.9,住,1050828,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,941123,129.3,3,2,2,有,有,有,21000,162,坡道機械,0,0,
左營區,房地(土地+建物),7.63,商,1050807,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,900425,68.32,2,1,1,有,有,有,11000,161,無,0,0,
左營區,房地(土地+建物),40.89,其他,1050830,土地1建物1車位0,一層,16,店面(店鋪),住商用,880303,271.15,2,1,1,有,無,有,32000,118,無,0,0,
左營區,房地(土地+建物)+車位,12.89,商,1050828,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,941123,129.28,3,2,2,有,無,有,21000,162,坡道機械,0,0,
新興區,房地(土地+建物),10.06,商,1050825,土地1建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,811214,61.95,2,1,1,有,有,無,9000,145,無,0,0,
苓雅區,房地(土地+建物),111.75,其他,1050830,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住商用,591118,236.59,0,0,0,無,無,無,80000,338,無,0,0,
鼓山區,建物,0,商,1050812,土地0建物1車位0,八層,27,住宅大樓(11層含以上有電梯),住家用,941230,190.32,4,2,2,有,有,有,16000,84,無,0,0,
前金區,房地(土地+建物),61,商,1050830,土地1建物1車位0,見其它登記事項,2,店面(店鋪),,531226,117.18,0,0,0,無,無,有,18000,154,無,0,0,
前鎮區,建物,0,住,1050826,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),,760720,106.68,3,2,2,有,無,無,8000,75,無,0,0,
鳳山區,房地(土地+建物),61,住,1050905,土地1建物1車位0,全,3,透天厝,住商用,630916,126,2,4,3,有,無,無,25000,198,無,0,0,
三民區,房地(土地+建物),33.11,住,1050902,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),,730804,105.49,3,2,2,有,無,無,6500,62,無,0,0,
三民區,建物,0,住,1050830,土地0建物0車位0,五層,5,公寓(5樓含以下無電梯),,681123,89.7,3,2,2,有,無,無,6500,72,無,0,0,
三民區,房地(土地+建物),17.23,住,1050821,土地2建物1車位0,三層,9,華廈(10層含以下有電梯),住家用,830204,109.75,3,2,2,有,無,無,13000,118,無,0,0,
苓雅區,房地(土地+建物),16.6,住,1050820,土地2建物1車位0,六層,1,華廈(10層含以下有電梯),,691208,83.15,3,2,2,有,有,有,14500,174,無,0,0,
鼓山區,房地(土地+建物)+車位,22.67,商,1050815,土地1建物1車位1,見其它登記事項,11,住宅大樓(11層含以上有電梯),住商用,851002,207.32,2,1,3,有,有,無,29000,140,升降機械,0,0,"本門牌為1+2+3的產品含地下一層的機械式車位一個,早期產品本登錄坪數含車位面積，但示部未特別註記車位持分，所以就所登錄的公設面積含車位面積，月租金含車位在內~第一年租金29000元第二年租金30000元第三年31000元"
鼓山區,房地(土地+建物)+車位,22.67,商,1050815,土地1建物1車位1,一層,11,住宅大樓(11層含以上有電梯),住商用,851002,207.32,2,1,3,有,無,無,29000,140,升降機械,0,0,本門牌含1+2+3三個樓層，含一個機械式車位，由於早期的建物登記方式，所以下述所登記面積，公設有含一機械式車位面積，第一年29000元，第二年30000元，第三年31000元
大寮區,建物,0,住,1050905,土地0建物1車位0,全,2,透天厝,住家用,610210,26.44,1,0,0,無,無,有,8000,303,無,0,0,
苓雅區,房地(土地+建物),12.05,商,1050901,土地1建物1車位0,三十層,35,住宅大樓(11層含以上有電梯),住家用,860421,281.94,5,2,4,有,無,有,25000,89,無,0,0,
苓雅區,房地(土地+建物),75,商,1050905,土地2建物1車位0,全,3,透天厝,,560216,148.01,0,0,0,無,無,無,35000,236,無,0,0,
前鎮區,建物,0,商,1050903,土地0建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,951121,145.71,3,2,2,有,有,有,21000,144,坡道機械,10.18,0,
左營區,房地(土地+建物)+車位,15.59,住,1050821,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,1000628,142.73,3,2,2,有,有,有,18000,126,坡道平面,0,0,
三民區,房地(土地+建物),67,住,1050905,土地1建物1車位0,全,4,透天厝,,760513,45.21,1,0,1,有,無,有,4500,100,無,0,0,
三民區,建物,81.5,,1050829,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),,760519,90.65,3,1,2,有,無,有,10000,110,無,0,0,
前金區,建物,0,商,1050816,土地0建物1車位0,十三層,22,住宅大樓(11層含以上有電梯),住家用,910618,85.34,2,1,1,有,有,有,19000,223,無,0,0,
鼓山區,房地(土地+建物)+車位,20.11,住,1050815,土地1建物1車位1,一層,11,住宅大樓(11層含以上有電梯),住家用,931018,114.48,3,2,2,有,有,有,16000,140,坡道平面,6.19,0,
鹽埕區,房地(土地+建物),30.04,住,1050811,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),,630913,59.98,3,2,1,有,無,有,8000,133,無,0,0,
鼓山區,房地(土地+建物)+車位,22.67,商,1050815,土地1建物1車位1,一層,1,住宅大樓(11層含以上有電梯),住商用,851002,207.32,2,1,3,有,無,無,29000,140,升降機械,0,0,本次出租門牌含1+2+3樓和機械式車位一個，由於早期建物登記在標示部，針對車位未特別標註持分，所以下述所填的面積有含車位面積，租金第一年29000元/第二年30000元/第三年31000元
三民區,房地(土地+建物),46,商,1050817,土地1建物1車位0,全,2,透天厝,住家用,610311,60.84,3,2,2,有,無,有,18000,296,無,0,0,
仁武區,房地(土地+建物),108.79,住,1050812,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,851029,317.27,1,1,1,有,有,無,58000,183,無,0,0,
鼓山區,房地(土地+建物)+車位,12.98,商,1050816,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,940929,123,3,2,2,有,有,有,16000,130,坡道機械,5.27,0,
前鎮區,建物,0,住,1050903,土地0建物1車位0,見其它登記事項,3,店面(店鋪),,610103,124.91,6,2,3,有,無,無,14000,112,無,0,0,
前鎮區,房地(土地+建物),10.77,住,1050909,土地1建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,950314,108.96,2,1,1,有,有,有,15000,138,無,0,0,
前鎮區,房地(土地+建物),8.5,住,1050901,土地1建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,950314,84.78,2,1,1,有,有,有,15555,183,無,0,0,包含租賃稅，續租。
前鎮區,房地(土地+建物),5.55,住,1050909,土地2建物1車位0,十四層,39,住宅大樓(11層含以上有電梯),住家用,880209,137.38,3,2,2,有,有,有,15831,115,無,0,0,
鳳山區,建物,0,住,1050827,土地0建物1車位0,見其他登記事項,13,住宅大樓(11層含以上有電梯),住商用,820924,164.21,3,2,3,有,無,無,22000,134,無,0,0,
小港區,房地(土地+建物),25.5,住,1050905,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,640823,46.95,2,1,1,有,無,有,8500,181,無,0,0,
鼓山區,房地(土地+建物),59,住,1050907,土地1建物1車位0,全,2,透天厝,,580301,93.24,0,0,0,無,無,有,10500,113,無,0,0,
新興區,房地(土地+建物),6.85,商,1050904,土地2建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),,740305,154.6,3,2,2,有,有,無,16000,103,無,0,0,
苓雅區,建物,0,商,1050910,土地0建物1車位0,三十二層,35,住宅大樓(11層含以上有電梯),住家用,860421,234.08,4,2,2,有,有,有,20000,85,無,0,0,
苓雅區,建物,0,商,1050910,土地0建物1車位0,十五層,35,住宅大樓(11層含以上有電梯),住家用,860421,113.37,3,2,2,有,有,有,11000,97,無,0,0,
苓雅區,房地(土地+建物),0,商,1050908,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),,770111,141.2,3,2,2,有,無,無,9500,67,無,0,0,
苓雅區,建物,0,住,1050905,土地0建物1車位0,見其他登記事項,13,住宅大樓(11層含以上有電梯),,781006,147.86,2,1,2,有,有,有,26000,176,無,0,0,租金含管理費
苓雅區,房地(土地+建物),4.75,商,1050911,土地1建物1車位0,十三層,13,套房(1房1廳1衛),住家用,860227,47.23,1,1,1,有,有,有,10000,212,無,0,0,
苓雅區,建物,0,商,1050912,土地0建物1車位0,九層,12,辦公商業大樓,,721213,89.31,2,1,1,有,有,有,12500,140,無,0,0,租12500元有裝潢.附冷氣.辦公桌椅
苓雅區,建物,0,商,1050909,土地0建物1車位0,九層,12,辦公商業大樓,,781109,61.79,0,0,0,無,有,無,8000,129,無,0,0,
苓雅區,建物,0,商,1050909,土地0建物1車位0,八層,12,辦公商業大樓,,781109,56.86,0,0,0,無,有,無,9000,158,無,0,0,
新興區,建物,0,商,1050909,土地0建物1車位0,十一層,13,套房(1房1廳1衛),住家用,850603,31.88,1,1,1,有,有,有,5000,157,無,0,0,租5000元附部份家具家電
楠梓區,房地(土地+建物),23.71,商,1050901,土地2建物1車位0,見其它登記事項,13,住宅大樓(11層含以上有電梯),住商用,840126,146.66,3,2,2,有,有,無,28000,191,無,0,0,
左營區,房地(土地+建物),27.6,住,1050819,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),,720207,76.5,3,1,1,有,無,有,10000,131,無,0,0,
鳳山區,房地(土地+建物),152,其他,1050908,土地2建物2車位0,全,3,透天厝,住商用,630817,418.96,8,0,3,有,無,有,45000,107,無,0,0,
鳳山區,房地(土地+建物),50,住,1050913,土地1建物1車位0,全,3,透天厝,住商用,750505,30.65,0,0,0,無,無,無,33000,1077,無,0,0,
楠梓區,房地(土地+建物),15.06,住,1050901,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,780915,131.37,3,2,2,有,無,有,13000,99,無,0,0,
楠梓區,房地(土地+建物),15.06,住,1050901,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,780915,131.37,3,2,2,有,有,有,13000,99,無,0,0,
楠梓區,房地(土地+建物),16,住,1050827,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,1011123,113.09,3,2,2,有,有,有,15000,133,無,0,0,
楠梓區,房地(土地+建物),78,其他,1050911,土地1建物1車位0,全,5,透天厝,住商用,830126,269.18,8,2,5,有,無,有,50000,186,無,0,0,
左營區,房地(土地+建物),14.62,住,1050830,土地1建物1車位0,十五層,22,住宅大樓(11層含以上有電梯),住家用,880703,193.93,4,2,2,有,有,無,17000,88,無,0,0,租金含管理費
鼓山區,房地(土地+建物),2348,住,1050901,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,960402,7545.37,3,2,2,有,無,有,28000,4,無,0,0,
鼓山區,房地(土地+建物)+車位,18.68,住,1050820,土地1建物1車位1,一層,14,住宅大樓(11層含以上有電梯),住家用,940909,119.15,3,2,2,有,有,有,19000,159,坡道機械,14.54,0,
前金區,建物,0,商,1050903,土地0建物3車位0,見其它登記事項,12,住宅大樓(11層含以上有電梯),,701228,325.27,0,0,0,無,有,無,40000,123,無,0,0,
鼓山區,建物,0,,1050916,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,710818,62.32,3,2,1,有,無,無,8500,136,無,0,0,
前鎮區,房地(土地+建物),10.64,其他,1050906,土地1建物1車位0,十八層,22,住宅大樓(11層含以上有電梯),住家用,790323,143.71,4,2,2,有,無,無,13800,96,無,0,0,
前鎮區,建物,0,,1050916,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),,700905,65.26,2,1,1,有,無,無,10000,153,無,0,0,
新興區,建物,0,商,1050909,土地0建物1車位0,全,3,透天厝,,480206,75,0,0,0,無,無,無,65000,867,無,0,0,出租約1F1/2坪數
左營區,房地(土地+建物),272,商,1050905,土地1建物1車位0,一層,4,店面(店鋪),住商用,980410,121.58,0,0,0,無,無,無,110000,905,無,0,0,
大寮區,建物,0,住,1050901,土地0建物1車位0,全,2,透天厝,住家用,610210,26.44,1,0,0,無,無,有,8000,303,無,0,0,
大寮區,建物,0,住,1050905,土地0建物1車位0,全,2,透天厝,住家用,610210,26.44,1,0,0,無,無,有,10000,378,無,0,0,
左營區,房地(土地+建物),11.92,住,1050913,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,880930,137.56,4,4,4,有,無,無,13300,97,無,0,0,本建物的權狀含車位一個，這次租賃合約的租金不含車位租金
左營區,房地(土地+建物),3.89,商,1050907,土地1建物1車位0,二十六層,29,住宅大樓(11層含以上有電梯),住家用,880803,194.54,4,2,2,有,有,有,24000,123,無,0,0,
三民區,房地(土地+建物),14.16,商,1050913,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),,791102,817.73,0,0,0,無,有,無,45000,55,無,0,0,"第一年45000元,第二年起50000元,第三年起52500元,第六年起55000元"
三民區,建物,0,住,1050902,土地0建物1車位0,全,4,透天厝,,730503,14.25,1,0,1,有,無,有,5500,386,無,0,0,透天型分租套房。
三民區,建物,0,住,1050910,土地0建物1車位0,全,4,透天厝,,730503,11.57,1,0,1,有,無,有,4500,389,無,0,0,透天型分租套房。
苓雅區,房地(土地+建物),4.23,商,1050902,土地1建物1車位0,二層,13,住宅大樓(11層含以上有電梯),住家用,970919,47.02,1,1,1,有,無,有,13500,287,無,0,0,
新興區,房地(土地+建物),9.32,商,1050908,土地1建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,1040306,83.99,2,2,1,有,有,有,20000,238,無,0,0,
小港區,房地(土地+建物),88,住,1050901,土地1建物1車位0,全,4,透天厝,住商用,961112,246.18,5,2,4,有,無,有,28000,114,無,0,0,
前鎮區,房地(土地+建物),5.94,商,1050829,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,1000125,76.97,2,2,1,有,有,有,19999,260,無,0,0,
前鎮區,房地(土地+建物),4.52,商,1050916,土地1建物1車位0,九層,48,住宅大樓(11層含以上有電梯),住家用,1000125,57.57,1,1,1,有,有,有,15500,269,無,0,0,
前鎮區,房地(土地+建物),8.12,商,1050911,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,941228,103.23,2,2,1,有,有,有,20000,194,無,0,0,
前金區,房地(土地+建物)+車位,5.45,商,1050903,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,901016,248.78,4,2,2,有,有,有,50000,201,坡道平面,25.86,0,
鼓山區,房地(土地+建物)+車位,9.03,商,1050910,土地1建物1車位1,八層,19,住宅大樓(11層含以上有電梯),住家用,951205,216.6,4,2,2,有,有,有,35000,162,坡道平面,26.88,0,
